retries,elapsed,delay,loss,size,rate,proto,GTRs
0,109.10691800,200.0,30.1,200000,1833.0,IPv4,22
0,98.22944900,200.0,30.1,200000,2036.0,IPv6,8
0,224.89500400,500.0,30.1,200000,889.3,IPv4,62
0,98.03905200,500.0,30.1,200000,2040.0,IPv6,32
0,105.51719800,0.0,50.2,200000,1895.0,IPv4,21
0,204.52415200,0.0,50.2,200000,977.9,IPv6,71
0,110.08463400,10.1,50.2,200000,1817.0,IPv4,35
0,93.93408200,10.1,50.2,200000,2129.0,IPv6,19
0,85.46555700,20.1,50.2,200000,2340.0,IPv4,28
0,77.54606800,20.1,50.2,200000,2579.0,IPv6,50
0,564.82225900,50.0,50.2,200000,354.1,IPv4,151
0,114.46583600,50.0,50.2,200000,1747.0,IPv6,40
0,880.14643500,100.0,50.2,200000,227.2,IPv4,228
0,197.42972600,100.0,50.2,200000,1013.0,IPv6,60
0,113.19718000,200.0,50.2,200000,1767.0,IPv4,41
0,118.49959700,200.0,50.2,200000,1688.0,IPv6,31
0,106.25572000,500.0,50.2,200000,1882.0,IPv4,45
0,722.12576100,500.0,50.2,200000,277.0,IPv6,169
1000000000,1000000000.00000000,0.0,60.0,200000,0.0,IPv4,52
0,110.28284100,0.0,60.0,200000,1814.0,IPv6,53
0,196.14449200,10.1,60.0,200000,1020.0,IPv4,76
0,217.81459900,10.1,60.0,200000,918.2,IPv6,59
0,700.13735800,20.1,60.0,200000,285.7,IPv4,253
0,226.01634400,20.1,60.0,200000,884.9,IPv6,59
0,969.07049300,50.0,60.0,200000,206.4,IPv4,310
0,110.44802900,50.0,60.0,200000,1811.0,IPv6,49
0,839.25676000,100.0,60.0,200000,238.3,IPv4,242
0,114.50791700,100.0,60.0,200000,1747.0,IPv6,71
0,102.27550200,200.0,60.0,200000,1956.0,IPv4,61
0,569.06837300,200.0,60.0,200000,351.5,IPv6,197
0,225.09289400,500.0,60.0,200000,888.5,IPv4,72
0,132.28887500,500.0,60.0,200000,1512.0,IPv6,17
0,99.90401200,0.0,70.0,200000,2002.0,IPv4,42
0,573.17458400,0.0,70.0,200000,348.9,IPv6,190
0,286.24941000,10.1,70.0,200000,698.7,IPv4,113
0,56.27043500,10.1,70.0,200000,3554.0,IPv6,15
0,200.72419400,20.1,70.0,200000,996.4,IPv4,93
0,765.69863100,20.1,70.0,200000,261.2,IPv6,221
0,953.70413200,50.0,70.0,200000,209.7,IPv4,430
0,198.50726700,50.0,70.0,200000,1008.0,IPv6,77
0,100.03356100,100.0,70.0,200000,1999.0,IPv4,56
0,580.85879800,100.0,70.0,200000,344.3,IPv6,232
0,322.72982400,200.0,70.0,200000,619.7,IPv4,91
0,938.70472700,200.0,70.0,200000,213.1,IPv6,393
0,446.59531700,500.0,70.0,200000,447.8,IPv4,114
0,202.21325100,500.0,70.0,200000,989.1,IPv6,28
0,112.05237000,0.0,80.0,200000,1785.0,IPv4,66
1000000000,1000000000.00000000,0.0,80.0,200000,0.0,IPv6,25
0,1015.20314200,10.1,80.0,200000,197.0,IPv4,253
0,708.42889300,10.1,80.0,200000,282.3,IPv6,176
1000000000,1000000000.00000000,20.1,80.0,200000,0.0,IPv4,15
1000000000,1000000000.00000000,20.1,80.0,200000,0.0,IPv6,66
0,994.72167300,50.0,80.0,200000,201.1,IPv4,208
1000000000,1000000000.00000000,50.0,80.0,200000,0.0,IPv6,13
0,261.73941400,100.0,80.0,200000,764.1,IPv4,66
1000000000,1000000000.00000000,100.0,80.0,200000,0.0,IPv6,51
0,442.05299400,200.0,80.0,200000,452.4,IPv4,41
1000000000,1000000000.00000000,200.0,80.0,200000,0.0,IPv6,130
0,210.16007500,500.0,80.0,200000,951.7,IPv4,60
1000000000,1000000000.00000000,500.0,80.0,200000,0.0,IPv6,3
